matching_id	role	cancer_id	cancer_normalized	gene_hugo_id	gene_entrez_id	gene_normalized	citation_count
0fa5d2b90baae638a400e414cffccc8c	Driver	DOID:9253	gastrointestinal stromal tumor	HGNC:6342	3815	KIT	54
6d5bff64370d776c2f671f7b31f1ab2d	Oncogene	DOID:9256	colorectal cancer	HGNC:3236	1956	EGFR	52
5331bcfa423badc26c58b704b8e49870	Driver	DOID:3908	non-small cell lung carcinoma	HGNC:427	238	ALK	52
0ec2b7af6308ea76cce345de45445c63	Tumor_Suppressor	DOID:9256	colorectal cancer	HGNC:11998	7157	TP53	49
1090a24754849a60b80a57391fcf9bf1	Oncogene	DOID:3070	malignant glioma	HGNC:3236	1956	EGFR	49
8fa0e0ef5ecfd02ef75201aedbd7f124	Driver	DOID:3571	liver cancer	HGNC:7553	4609	MYC	49
1073ff151f67a5a34dc80ff3c1755b9a	Tumor_Suppressor	DOID:3068	glioblastoma multiforme	HGNC:9588	5728	PTEN	47
e226a18776c6cff43aa6b708ecd49786	Oncogene	DOID:1324	lung cancer	HGNC:7553	4609	MYC	47
6682f19c20fcc82828693be900cd0c5d	Driver	DOID:9119	acute myeloid leukemia	HGNC:7132	4297	KMT2A	47
f1d9e1a2720f67519ee1da100def9839	Tumor_Suppressor	DOID:219	colon cancer	HGNC:583	324	APC	46
1b626149578b79d35bc340f4419953d3	Oncogene	DOID:2394	ovarian cancer	HGNC:3430	2064	ERBB2	46
73bebd50a5a2163936501dbb2f4df83f	Tumor_Suppressor	DOID:4450	renal cell carcinoma	HGNC:12687	7428	VHL	45
897412d708b2c031bae283f3a8b40024	Oncogene	DOID:0050744	anaplastic large cell lymphoma	HGNC:427	238	ALK	45
bc67bd3a87744cd886c6b5670c9dfc2d	Driver	DOID:3910	lung adenocarcinoma	HGNC:3236	1956	EGFR	43
ccf36d4e5e6483490d22a49b61d1ca3b	Oncogene	DOID:9119	acute myeloid leukemia	HGNC:7553	4609	MYC	42
6038061ae0761b63b4de204878e5c6e4	Oncogene	DOID:5409	lung small cell carcinoma	HGNC:7553	4609	MYC	42
6255a946f7d1f37edb2faa338c23e4a2	Oncogene	DOID:3571	liver cancer	HGNC:7553	4609	MYC	42
d1c6a49acf84f36b88496fe38a5c6408	Oncogene	DOID:9952	acute lymphocytic leukemia	HGNC:76	25	ABL1	41
ba62abc6195dfe68abdb1ccec91e6ff6	Oncogene	DOID:1909	melanoma	HGNC:6342	3815	KIT	41
4025a8941221f2a2645674dbf52eadd6	Driver	DOID:10283	prostate cancer	HGNC:9588	5728	PTEN	41
556bbecf6442d83b444911dfc4d3bafd	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:9588	5728	PTEN	40
1e7b43c71721205a838ce166bd99f4da	Oncogene	DOID:9119	acute myeloid leukemia	HGNC:6342	3815	KIT	39
63010ed719c1059bb7ecb2d72a7f3301	Driver	DOID:1240	leukemia	HGNC:7132	4297	KMT2A	39
c6712385cd77b7273e2aeb12a217ed3e	Driver	DOID:10283	prostate cancer	HGNC:644	367	AR	39
b72b20ecba597cc0f7db2877c0afad2e	Tumor_Suppressor	DOID:1612	breast cancer	HGNC:1101	675	BRCA2	38
7099f39a9ada1c3849dfae40e93b98c0	Driver	DOID:1240	leukemia	HGNC:76	25	ABL1	38
feff644f0bc757b18f92471771265b09	Oncogene	DOID:10283	prostate cancer	HGNC:3446	2078	ERG	37
4d86a7b8a676a4708ead22c5c4817baa	Driver	DOID:3068	glioblastoma multiforme	HGNC:3236	1956	EGFR	37
19d438bd21986748e29248dc30603f9e	Oncogene	DOID:3459	breast carcinoma	HGNC:3430	2064	ERBB2	36
c45debee5a0e3a05c5584fe73f53bb9f	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:9588	5728	PTEN	35
95579923470d3fe917cc3b2a482b6749	Oncogene	DOID:8923	skin melanoma	HGNC:1097	673	BRAF	34
75cd36985bd7eded9364fc78af09123f	Oncogene	DOID:3969	papillary thyroid carcinoma	HGNC:1097	673	BRAF	34
ccf0e36107c46dd00dbbedbb86d03481	Oncogene	DOID:1793	pancreatic cancer	HGNC:7553	4609	MYC	33
b06429ff8ebc4f7a483605ba3fd1817b	Oncogene	DOID:1612	breast cancer	HGNC:8975	5290	PIK3CA	33
2cab2ed530b52c1c3688c820e51db39a	Oncogene	DOID:1240	leukemia	HGNC:7545	4602	MYB	33
68af667aebec6af055e06d3dadd2b231	Oncogene	DOID:0050902	medulloblastoma	HGNC:7553	4609	MYC	33
8e2cce561b30ce896c7109092b286fb1	Oncogene	DOID:0050745	diffuse large B-cell lymphoma	HGNC:1001	604	BCL6	33
5abcaf36a3c18fe9834150a03fd3a372	Oncogene	DOID:2394	ovarian cancer	HGNC:7553	4609	MYC	32
3be227c2511a152f7c30775a54005c9a	Oncogene	DOID:219	colon cancer	HGNC:7553	4609	MYC	31
1661cf645054abcbc04e8e7047ba3fee	Oncogene	DOID:0050873	follicular lymphoma	HGNC:990	596	BCL2	31
f82297f109aec658d113682a424748f7	Driver	DOID:5603	acute T cell leukemia	HGNC:7881	4851	NOTCH1	31
d33de252e5c6ea25f2e2547d3859eac7	Driver	DOID:10283	prostate cancer	HGNC:7553	4609	MYC	31
7cb58532fd0051adc734b2b6ded95ce1	Tumor_Suppressor	DOID:1909	melanoma	HGNC:1787	1029	CDKN2A	30
edaf7fa25072500e6a4b37acf89be0e3	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:11998	7157	TP53	30
2180f166f0ca1cbb74b77fd7a4ebf094	Tumor_Suppressor	DOID:170	endocrine gland cancer	HGNC:7010	4221	MEN1	30
e3fc45be2aa87280a9f7699b184b0f38	Oncogene	DOID:9119	acute myeloid leukemia	HGNC:7989	4893	NRAS	30
fe969ae03dca218a374fe2695f4abee7	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:7029	4233	MET	30
b6950b708e035d31ec0344fb2c167caa	Oncogene	DOID:1240	leukemia	HGNC:3236	1956	EGFR	30
adda1f203c92f54e376c9bd25040b22c	Oncogene	DOID:0050744	anaplastic large cell lymphoma	HGNC:7910	4869	NPM1	30
584b586f74e72502dbbc17db0deaae7e	Oncogene	DOID:5603	acute T cell leukemia	HGNC:7553	4609	MYC	29
827d1e7c14a3244a8e5c92d860b306b6	Oncogene	DOID:3908	non-small cell lung carcinoma	HGNC:1097	673	BRAF	29
5f8111a15d14f9b7f999d6618e4155a0	Oncogene	DOID:3068	glioblastoma multiforme	HGNC:7553	4609	MYC	29
2e7e620d027cf87631b45e3c9de959af	Oncogene	DOID:1612	breast cancer	HGNC:1748	999	CDH1	29
38b2d11fed3931b7f6e667412825c2cc	Oncogene	DOID:10534	stomach cancer	HGNC:7553	4609	MYC	29
c0748d511a97bae2b29eabbf86eaf7df	Oncogene	DOID:0060058	lymphoma	HGNC:3236	1956	EGFR	29
596c2d071e9abd3830f2c7e8343c0f1b	Driver	DOID:684	hepatocellular carcinoma	HGNC:7553	4609	MYC	29
e984529d42dc682606a17cbe1495b5f3	Tumor_Suppressor	DOID:0060318	acute promyelocytic leukemia	HGNC:9113	5371	PML	28
e3bae20f09b20913f434675d4ae30ae9	Tumor_Suppressor	DOID:768	retinoblastoma	HGNC:11998	7157	TP53	27
fdbb09d828f3b2b9a1b093f7ed6b66ba	Tumor_Suppressor	DOID:1909	melanoma	HGNC:9588	5728	PTEN	27
fc2d348b5228197ad02e33c35c716a5b	Tumor_Suppressor	DOID:1324	lung cancer	HGNC:5951	23705	CADM1	27
a39a353cfd04bb049f8b834c434ba412	Oncogene	DOID:769	neuroblastoma	HGNC:427	238	ALK	27
94bbeb4ca26de7baf9a9787061306af9	Oncogene	DOID:3908	non-small cell lung carcinoma	HGNC:7553	4609	MYC	27
1e39a34deb174d9eed249d89fbe13c50	Driver	DOID:9256	colorectal cancer	HGNC:6407	3845	KRAS	27
e4d13e503dfd585b4b86bf4ffea9e0dd	Tumor_Suppressor	DOID:5520	head and neck squamous cell carcinoma	HGNC:11998	7157	TP53	26
908407d052d1e233edb5fbd9d361976b	Oncogene	DOID:5603	acute T cell leukemia	HGNC:7881	4851	NOTCH1	26
91ad5cb585626a025b76ff2c14e63329	Oncogene	DOID:3908	non-small cell lung carcinoma	HGNC:9967	5979	RET	26
d2fe2854b52a40f6a0a3f1e032aa1ef5	Driver	DOID:0050902	medulloblastoma	HGNC:7553	4609	MYC	26
6b70d406ad3dad67305a70266fff2b48	Tumor_Suppressor	DOID:3070	malignant glioma	HGNC:11998	7157	TP53	25
d3bb460a2885a126e36ed2b9c7d21681	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:1101	675	BRCA2	25
9688526033fe53f11b2eccecebd76ca4	Oncogene	DOID:9538	multiple myeloma	HGNC:7553	4609	MYC	25
df3bea5994b7e79dac0b917f1118cb47	Oncogene	DOID:769	neuroblastoma	HGNC:1097	673	BRAF	25
926911a67bf5f9f6acb9434694dd1465	Oncogene	DOID:707	B-cell lymphoma	HGNC:1001	604	BCL6	25
eccf5171b972be76818b56ab37ad6721	Oncogene	DOID:3721	plasmacytoma	HGNC:7553	4609	MYC	25
fda7e5942f7c9e8646d9a334479c3e64	Oncogene	DOID:1612	breast cancer	HGNC:6407	3845	KRAS	25
3a28aa713a780ad942695573fe1b4c8e	Oncogene	DOID:1040	chronic lymphocytic leukemia	HGNC:11648	8115	TCL1A	25
afdd38e1bae8136a6fd8b4b3a4cf2803	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:7838	4824	NKX3-1	24
f3a2ff3d72e7270497abf11531dee623	Oncogene	DOID:4905	pancreatic carcinoma	HGNC:6407	3845	KRAS	24
0586ad1eb80ddfd72091fa96db179684	Oncogene	DOID:4074	pancreatic adenocarcinoma	HGNC:6407	3845	KRAS	24
4db849142956bcd60ba74d9a08ca0c87	Oncogene	DOID:1612	breast cancer	HGNC:12774	7471	WNT1	24
3278ff280984906c8f85626497ecb338	Oncogene	DOID:0050745	diffuse large B-cell lymphoma	HGNC:7553	4609	MYC	24
499082de96fbe9cff22908e75a28daad	Tumor_Suppressor	DOID:2871	endometrial carcinoma	HGNC:9588	5728	PTEN	23
a5dccddd6bf2a386175f62a5cd6c13de	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:16262	10413	YAP1	23
e5eb88ea09b01cf53188f3de66bf6bb1	Oncogene	DOID:5520	head and neck squamous cell carcinoma	HGNC:3236	1956	EGFR	23
e59b17c092f4582c75139c43fc3a3942	Oncogene	DOID:3908	non-small cell lung carcinoma	HGNC:10261	6098	ROS1	23
e4ad803dbcd5fb60fc73d8487295ce87	Oncogene	DOID:3355	fibrosarcoma	HGNC:6776	4094	MAF	23
391f2db697744d2ca9524b81d43de5e1	Oncogene	DOID:1612	breast cancer	HGNC:11998	7157	TP53	23
a601ebe14e2d0cc2e04a94ffe3cfce12	Driver	DOID:9256	colorectal cancer	HGNC:583	324	APC	23
10212a7810c61e003ad91ef17945ae26	Driver	DOID:9119	acute myeloid leukemia	HGNC:7136	4300	MLLT3	23
27e2228b9df04b468f4a3c930d1c32c2	Driver	DOID:1612	breast cancer	HGNC:8975	5290	PIK3CA	23
ec9e677702a6ff1ec82cf67e1293a027	Tumor_Suppressor	DOID:684	hepatocellular carcinoma	HGNC:2897	10395	DLC1	22
86474a05b7789cd648022276d9335b81	Tumor_Suppressor	DOID:2394	ovarian cancer	HGNC:11998	7157	TP53	22
2f50c83a209810936088aed319107fc8	Oncogene	DOID:707	B-cell lymphoma	HGNC:990	596	BCL2	22
fbb9dfa9f48239e94568bb2436361439	Oncogene	DOID:3571	liver cancer	HGNC:6407	3845	KRAS	22
2f89586b04c0c86756aa230485c37680	Driver	DOID:1324	lung cancer	HGNC:427	238	ALK	22
144d1151e144bd87c076f9697e8ddb3c	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:6770	4089	SMAD4	21
ccc96ca51ec31fd2ee47ac36a182f509	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:3796	2353	FOS	21
c7fc26c9433915e1fc478fdfa208c29c	Oncogene	DOID:3347	osteosarcoma	HGNC:6204	3725	JUN	21
aa146eb8a8bc5c317a6080fccaf91e46	Oncogene	DOID:2394	ovarian cancer	HGNC:6407	3845	KRAS	21
19917156ff0bfab8873fb7a3a3680e60	Oncogene	DOID:1781	thyroid cancer	HGNC:1097	673	BRAF	21
ee510332fa1b25aaba0d56ced46a7ae6	Oncogene	DOID:1612	breast cancer	HGNC:11283	6714	SRC	21
7660da8e4ab52828424a47c103fc2efa	Driver	DOID:8584	Burkitt lymphoma	HGNC:7553	4609	MYC	21
ae08b383bcb8db3140020078d9d92e47	Driver	DOID:8552	chronic myeloid leukemia	HGNC:1014	613	BCR	21
538b3e9f10760cd52a7875d8ac41ba47	Driver	DOID:3369	Ewing sarcoma	HGNC:3508	2130	EWSR1	21
1abc6a9e64f7d14051bd0e9b044bc50e	Driver	DOID:1240	leukemia	HGNC:1014	613	BCR	21
ef21f93246ffc0d909f33b6db0bb8e45	Tumor_Suppressor	DOID:5683	hereditary breast ovarian cancer syndrome	HGNC:1100	672	BRCA1	20
095d5fadb9c1005bc24d6c8d61e619e0	Tumor_Suppressor	DOID:263	kidney cancer	HGNC:12687	7428	VHL	20
f22b5cbbfbbdb5a75717dff6f0e92bf8	Tumor_Suppressor	DOID:1793	pancreatic cancer	HGNC:1787	1029	CDKN2A	20
f17b29f509b34d1a93507d46f422f07c	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:11998	7157	TP53	20
44e8d0379963bd173d7eacaff9da11b1	Oncogene	DOID:5409	lung small cell carcinoma	HGNC:7559	4613	MYCN	20
bd42c7743ebddaacb3d904604f734265	Oncogene	DOID:4362	cervical cancer	HGNC:24241	25875	LETMD1	20
c3ae3fc809e3d9419f51e40a96b06917	Oncogene	DOID:3908	non-small cell lung carcinoma	HGNC:7029	4233	MET	20
182477862af11ad5422c07b7837cbcab	Oncogene	DOID:3664	mast cell neoplasm	HGNC:6342	3815	KIT	20
4d3819fbd816e43f95d4ff7e54e1dd33	Oncogene	DOID:3347	osteosarcoma	HGNC:7553	4609	MYC	20
ef52e551615e50feb3990629c2e95c52	Oncogene	DOID:10534	stomach cancer	HGNC:1748	999	CDH1	20
ceef0f0dfe3a6b015e65087ce6ff065e	Driver	DOID:9253	gastrointestinal stromal tumor	HGNC:8803	5156	PDGFRA	20
36c4f210326698928e9d2b83cd41894a	Driver	DOID:769	neuroblastoma	HGNC:427	238	ALK	20
b0333f93c4537c9d4535a80bf42aee2e	Driver	DOID:1612	breast cancer	HGNC:11998	7157	TP53	20
0fc4d7a883737bce692189180df4c104	Oncogene	DOID:9256	colorectal cancer	HGNC:1779	1024	CDK8	19
7d67875230774b9190746cb8c4583119	Oncogene	DOID:9253	gastrointestinal stromal tumor	HGNC:8803	5156	PDGFRA	19
40041df137ee5a74bc4a9247f3caff73	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:6204	3725	JUN	19
ac36bc636cb545ab6865d180df76c812	Oncogene	DOID:4362	cervical cancer	HGNC:7553	4609	MYC	19
cc33ce86d503ff452b9ff129102333e4	Oncogene	DOID:1612	breast cancer	HGNC:7670	8202	NCOA3	19
9ce2f4c55912559594dc4d818dca853d	Oncogene	DOID:1240	leukemia	HGNC:7132	4297	KMT2A	19
dcf7652a4f262bcf2cc2495416e7944f	Oncogene	DOID:10534	stomach cancer	HGNC:3430	2064	ERBB2	19
e430791b4d109a6ff77f7fa7ab1cab01	Oncogene	DOID:0060318	acute promyelocytic leukemia	HGNC:9113	5371	PML	19
16ffd38730290613f3f37b8e6f5f55e1	Oncogene	DOID:0060318	acute promyelocytic leukemia	HGNC:7553	4609	MYC	19
df97e67e330902684caa2f2c436ef223	Oncogene	DOID:0050902	medulloblastoma	HGNC:7559	4613	MYCN	19
02b1017e767e0d66ff47cf438d5fd54d	Tumor_Suppressor	DOID:3908	non-small cell lung carcinoma	HGNC:5951	23705	CADM1	18
ade50d18be2bde7f74de29014d27d831	Tumor_Suppressor	DOID:3672	rhabdoid cancer	HGNC:11103	6598	SMARCB1	18
79fc002964ccba8157db66c71645e12b	Tumor_Suppressor	DOID:10534	stomach cancer	HGNC:11998	7157	TP53	18
da8194cf6a00928e0f6e7db747d5b02b	Tumor_Suppressor	DOID:10283	prostate cancer	HGNC:2235	1316	KLF6	18
03040a5495fff6711e5e7c34cfbaddbe	Oncogene	DOID:9119	acute myeloid leukemia	HGNC:3765	2322	FLT3	18
c0f40dd6e9fa9172e0b7002af7217894	Oncogene	DOID:8552	chronic myeloid leukemia	HGNC:6342	3815	KIT	18
f3240d69b15d646df57fd61485c75c94	Oncogene	DOID:684	hepatocellular carcinoma	HGNC:6407	3845	KRAS	18
d6eb728ec84dd9cb18d47df2e9191db2	Oncogene	DOID:5603	acute T cell leukemia	HGNC:6642	4005	LMO2	18
4a97692bb8bcd9d955f550f1125095b2	Oncogene	DOID:10534	stomach cancer	HGNC:6407	3845	KRAS	18
d11b9b07a63cb515ac1929bcbd3a395b	Driver	DOID:8552	chronic myeloid leukemia	HGNC:76	25	ABL1	18
0f68fa7aad52d46e1738bc9782bbe05e	Driver	DOID:769	neuroblastoma	HGNC:7553	4609	MYC	18
de4602d464b1053d7ef32f76548d0656	Tumor_Suppressor	DOID:3347	osteosarcoma	HGNC:11998	7157	TP53	17
0a32095badc976db9f615e9b95dbc867	Tumor_Suppressor	DOID:1909	melanoma	HGNC:11998	7157	TP53	17
402531f9de63bb04fe7c48f12ee8646d	Tumor_Suppressor	DOID:1380	endometrial cancer	HGNC:9588	5728	PTEN	17
dddb1d985f622b6509604da6adfc55fd	Tumor_Suppressor	DOID:1324	lung cancer	HGNC:11389	6794	STK11	17
c41ddeb6478afbf9cae455d2f3930f0a	Oncogene	DOID:8923	skin melanoma	HGNC:7989	4893	NRAS	17
971ef381fbe4c8c9d1209da5477cb040	Oncogene	DOID:5409	lung small cell carcinoma	HGNC:7555	4610	MYCL	17
24e5fda86ed64d8701cec697b99a8e33	Oncogene	DOID:4467	clear cell renal cell carcinoma	HGNC:12687	7428	VHL	17
1dee2ae0200419074273a1d38a8d706f	Oncogene	DOID:3969	papillary thyroid carcinoma	HGNC:8031	4914	NTRK1	17
c085a6bdd8c64baa1beab8048a9206cc	Oncogene	DOID:1785	pituitary cancer	HGNC:9690	9232	PTTG1	17
1d89695e7a3aac8cb63a11a2915d5f74	Oncogene	DOID:1612	breast cancer	HGNC:6348	9314	KLF4	17
1703a26213d40053cc293af98562e9af	Oncogene	DOID:1324	lung cancer	HGNC:427	238	ALK	17
be848a7cda755ee4df51c3c18492e0fe	Driver	DOID:3908	non-small cell lung carcinoma	HGNC:10261	6098	ROS1	17
3e0c6b27884e24b87b14512d2c98b253	Oncogene	DOID:9256	colorectal cancer	HGNC:2514	1499	CTNNB1	16
a013fa21910b99aa218d3a606f3634f6	Oncogene	DOID:9119	acute myeloid leukemia	HGNC:7132	4297	KMT2A	16
d594702ae2e86bccb12350f2bb61ccaa	Oncogene	DOID:4001	ovarian carcinoma	HGNC:7553	4609	MYC	16
c6a562f78c5423f640154e5bef382748	Oncogene	DOID:1612	breast cancer	HGNC:11364	6774	STAT3	16
16fddc2b87390b49de76ea22b7beb19c	Oncogene	DOID:1240	leukemia	HGNC:6342	3815	KIT	16
518cd8c25ae109b56415f443bf81f4e7	Oncogene	DOID:1240	leukemia	HGNC:12796	7490	WT1	16
7cb0a95705bb2349c2bbc65c1addca60	Oncogene	DOID:1040	chronic lymphocytic leukemia	HGNC:7553	4609	MYC	16
